Name,EvolvedIn,Culture#,Day#,TimeMeasured,IC95,IC75,IC50,0.04,0.1,0.26,0.66,1.64,4.1,10.2,25.6,64,160,400,1000,1750,2500,fIC50-A,fIC50-B,h-A,h-B
V1D3,V041,1,3,24,4.1,1.64,0.66,0.61025,0.55785,0.52,0.28905,0.1071,0.00315,0.0025,0.0,0.0,0.00215,0.0,0.00975,0.07745,0.08265,0.6565060787683076,0.6565060815810608,1.8361007593637686,1.8361007739614907
V1D4,V041,1,4,24,10.2,10.2,4.1,0.64435,0.56505,0.5914,0.48175,0.4436,0.16535,0.0098,0.0008,0.0,0.00145,5e-05,0.0,0.09875,0.06045,2.5522407554594424,2.552240755384485,1.9382845416860859,1.938284570580086
V1D5,V041,1,5,24,25.6,25.6,25.6,0.60695,0.56245,0.5625,0.49925,0.4988,0.52885,0.3277,0.0,0.0,0.00135,0.0,0.03895,0.08865,0.05445,11.017424941009736,11.017425400424303,5.358843072538375,5.358840085674033
V1D6,V041,1,6,24,25.6,25.6,25.6,0.62895,0.54065,0.5414,0.53355,0.4956,0.54995,0.4064,0.0104,0.0,0.00125,0.00495,0.0,0.05645,0.0,12.36533852882028,12.365338320731,5.4587596796116555,5.458760214062609
V1D7,V041,1,7,24,64.0,25.6,25.6,0.59725,0.55405,0.5392,0.50105,0.551,0.51545,0.5348,0.0442,0.0,0.00155,0.0,0.00095,0.07695,0.16025,18.249926409330573,18.24992579502492,7.1604275478205315,7.160426768293128
V1D8,V041,1,8,24,64.0,25.6,25.6,0.65465,0.55905,0.5297,0.52075,0.5621,0.59855,0.5224,0.1178,0.0,0.00275,0.00125,0.0,0.09305,0.15675,18.40924195081425,18.409242089716717,4.103894256352692,4.103894363201923
V1D9,V041,1,9,24,64.0,64.0,64.0,0.65275,0.57645,0.5399,0.53935,0.5799,0.56735,0.6205,0.42700000000000005,0.0154,0.00365,0.0,0.01385,0.09305,0.15645,30.81003149154276,30.810030744616416,5.499629028997493,5.499629734340476
V1D10,V041,1,10,24,160.0,64.0,64.0,0.63815,0.57665,0.574,0.51345,0.5298,0.53855,0.5602,0.4494,0.0351,0.00195,0.0,0.0,0.0,0.02465,34.90961812103302,34.90961817350109,4.465479226058026,4.465479193231512
V1D11,V041,1,11,24,160.0,64.0,64.0,0.64975,0.58865,0.5641,0.50855,0.5243,0.50875,0.5356,0.4456,0.1037,0.00205,0.00095,0.0,0.07125,0.10245,39.86741293406041,39.86741303876612,3.090490217163363,3.090490134611488
V1D12,V041,1,12,24,160.0,64.0,64.0,0.62735,0.58875,0.532,0.53515,0.5254,0.53625,0.539,0.4821,0.1402,0.00155,0.0,0.0,0.0,0.04515,45.63270948504597,45.63270959699079,3.2339420626276896,3.2339421161515136
V1D13,V041,1,13,24,160.0,160.0,64.0,0.63625,0.56595,0.5844,0.49735,0.5129,0.53095,0.5207,0.5098,0.1887,0.00155,0.0,0.0,0.09885,0.08885,52.9853063073852,52.98530669088835,3.4969369447478553,3.496937101281893
V1D14,V041,1,14,24,160.0,160.0,64.0,0.59795,0.59655,0.5594,0.52985,0.5077,0.50685,0.5457,0.5124,0.2717,0.0,0.0,0.02065,0.09995,0.10315,63.20745318897227,63.20745332626177,3.6706067766432975,3.670606761253809
V1D15,V041,1,15,24,160.0,160.0,160.0,0.62755,0.57675,0.5353,0.50235,0.5122,0.48315,0.5428,0.5295,0.5095,0.03065,0.0,0.01545,0.07805,0.10015,101.59592955332644,101.59592984317874,6.180117524168224,6.180117804431171
V1D16,V041,1,16,24,400.0,160.0,160.0,0.62265,0.53155,0.5459,0.48525,0.4757,0.49215,0.5117,0.528,0.5116,0.09975,0.0,0.01585,0.07325,0.10835,123.75108403034297,123.7510842056628,5.636701670376968,5.636701694897246
V1D17,V041,1,17,24,160.0,160.0,160.0,0.65495,0.58785,0.5445,0.47205,0.4683,0.50215,0.5286,0.5334,0.5142,0.02095,0.0,0.00705,0.09555,0.04525,100.72278683511001,100.72278671208528,6.920354070120882,6.9203542973461065
